url,page_type,cidade,title_current,title_length,title_mobile_length,title_issues,meta_current,meta_length,meta_mobile_length,meta_issues,total_issues,status
brasilia-df/aluguel-de-empilhadeira-combustao/index.html,aluguel,Brasilia,Locação de Empilhadeira a Combustão em Brasília-DF | Movemáquinas,65,50,Keyword 'aluguel/alugar' ausente; Marca 'Clark' ausente (recomendado para diferencial),"Empilhadeira Clark a combustão para locação em Brasília. L25, GTS, S-Series e C-Series de 2.000 a 8.000 kg. Atende galpões logísticos do SIA, CDs de atacadistas em Taguatinga e Ceilândia, construção civil e Polo JK. Entrega via BR-060, manutenção inclusa.",255,120,"Meta muito longa (255 chars, ideal <160); CTA ausente na parte mobile (adicione: chamar, solicitar, etc.); Diferencial ausente na parte mobile",5,⚠️ 5 issue(s)
brasilia-df/aluguel-de-plataforma-elevatoria-articulada/index.html,aluguel,Brasilia,Locação de Plataforma Articulada em Brasília-DF | Movemáquinas,62,50,Keyword 'aluguel/alugar' ausente; Marca 'Clark' ausente (recomendado para diferencial),"Plataforma articulada para locação em Brasília: 12 e 15 metros de alcance, diesel ou elétrica. Manutenção de edifícios governamentais na Esplanada, fachadas em Águas Claras e Asa Norte, galpões no SIA. Manutenção inclusa, entrega via BR-060. Valor sob consulta.",261,120,"Meta muito longa (261 chars, ideal <160); CTA ausente na parte mobile (adicione: chamar, solicitar, etc.)",4,⚠️ 4 issue(s)
brasilia-df/aluguel-de-plataforma-elevatoria-tesoura/index.html,aluguel,Brasilia,Locação de Plataforma Tesoura em Brasília-DF | Movemáquinas,59,50,Keyword 'aluguel/alugar' ausente; Marca 'Clark' ausente (recomendado para diferencial),"Plataforma elevatória tesoura para locação em Brasília-DF: modelos elétricos 8-10 m e diesel 12-15 m. Ideal para manutenção predial em shoppings como ParkShopping e Conjunto Nacional, edifícios comerciais do SIA e reformas em Águas Claras. Entrega via BR-060, manutenção inclusa.",279,120,"Meta muito longa (279 chars, ideal <160); CTA ausente na parte mobile (adicione: chamar, solicitar, etc.); Diferencial ausente na parte mobile",5,⚠️ 5 issue(s)
brasilia-df/aluguel-de-transpaleteira/index.html,aluguel,Brasilia,Locação de Transpaleteira Elétrica em Brasília-DF | Movemáquinas,64,50,Keyword 'aluguel/alugar' ausente; Marca 'Clark' ausente (recomendado para diferencial),"Transpaleteira elétrica Clark para locação em Brasília-DF. Modelos WPio15, PWio20, PPXs20, SWX16 e WPX35 com lítio 24V. Atendemos atacadistas do Atacadão, Assaí e Makro, CDs logísticos do SIA e indústria farmacêutica. Entrega via BR-060, manutenção inclusa.",257,120,"Meta muito longa (257 chars, ideal <160); CTA ausente na parte mobile (adicione: chamar, solicitar, etc.); Diferencial ausente na parte mobile",5,⚠️ 5 issue(s)
brasilia-df/curso-de-operador-de-empilhadeira/index.html,curso,Brasilia,Curso de Operador de Empilhadeira em Brasília-DF (NR-11) | Movemáquinas,71,50,"Title muito longo (71 chars, ideal <70); Marca 'Clark' ausente (recomendado para diferencial)","Curso NR-11 para operadores de empilhadeira em Brasília-DF. Treinamento teórico e prático com Clark, 22h de formação, certificado nacional. Atendemos CDs logísticos do SIA, obras de construção civil em Águas Claras e atacadistas. In Company no DF ou presencial na sede. +4.000 formados.",286,120,"Meta muito longa (286 chars, ideal <160); CTA ausente na parte mobile (adicione: chamar, solicitar, etc.); Diferencial ausente na parte mobile",5,⚠️ 5 issue(s)
brasilia-df/index.html,other,Move Maquinas Seo,Aluguel de Equipamentos em Brasília | Movemáquinas,50,50,✅,"Locação de empilhadeiras, plataformas elevatórias e transpaleteiras em Brasília, DF. Frota Clark, manutenção inclusa, entrega rápida. Movemáquinas.",147,120,✅,0,✅ OK
brasilia-df/manutencao-empilhadeira/index.html,manutencao,Brasilia,Manutenção de Empilhadeira em Brasília | Preventiva e Corretiva Clark | Movemáquinas,84,50,"Title muito longo (84 chars, ideal <70)","Manutenção preventiva e corretiva de empilhadeira em Brasília. Técnicos certificados Clark, atendimento in loco, plano de revisões. Movemáquinas: +20 anos no mercado.",166,120,"Meta muito longa (166 chars, ideal <160); CTA ausente na parte mobile (adicione: chamar, solicitar, etc.)",3,⚠️ 3 issue(s)
brasilia-df/pecas-e-assistencia-empilhadeira/index.html,pecas,Brasilia,Peças para Empilhadeira em Brasília | Assistência Clark | Movemáquinas,70,50,✅,"Peças originais Clark e assistência técnica para empilhadeira em Brasília. Garfos, mastro, hidráulico, motor. Entrega rápida, técnicos certificados. Movemáquinas: +20 anos de mercado.",183,120,"Meta muito longa (183 chars, ideal <160); CTA ausente na parte mobile (adicione: chamar, solicitar, etc.)",2,⚠️ 2 issue(s)
caldas-novas-go/aluguel-de-empilhadeira-combustao/index.html,aluguel,Caldas Novas,Locação de Empilhadeira a Combustão em Caldas Novas-GO | Movemáquinas,69,50,Keyword 'aluguel/alugar' ausente; Marca 'Clark' ausente (recomendado para diferencial),"Clark para Caldas Novas a combustão para locação em Caldas Novas valor sob consulta. Modelos L25, GTS, S-Series e C-Series de 2.000 a 8.000 kg. Ideal para canteiros de obras de hotéis e resorts, depósitos de materiais e distribuidoras. Manutenção inclusa, entrega via GO-139.",275,120,"Meta muito longa (275 chars, ideal <160); CTA ausente na parte mobile (adicione: chamar, solicitar, etc.); Diferencial ausente na parte mobile",5,⚠️ 5 issue(s)
caldas-novas-go/aluguel-de-plataforma-elevatoria-articulada/index.html,aluguel,Caldas Novas,Locação de Plataforma Articulada em Caldas Novas-GO | Movemáquinas,66,50,Keyword 'aluguel/alugar' ausente; Marca 'Clark' ausente (recomendado para diferencial),"Plataforma articulada para locação em Caldas Novas valor sob consulta. Manutenção de fachadas de hotéis e resorts, painéis em parques aquáticos e obras da expansão hoteleira. Modelos 12 e 15m, diesel ou elétrica. Entrega pela GO-139.",233,120,"Meta muito longa (233 chars, ideal <160); CTA ausente na parte mobile (adicione: chamar, solicitar, etc.)",4,⚠️ 4 issue(s)
caldas-novas-go/aluguel-de-plataforma-elevatoria-tesoura/index.html,aluguel,Caldas Novas,Plataforma Tesoura para Locação em Caldas Novas-GO | Movemáquinas,65,50,Keyword 'aluguel/alugar' ausente; Marca 'Clark' ausente (recomendado para diferencial),"Plataforma tesoura elétrica e diesel em Caldas Novas: silenciosa, zero emissão, perfeita para lobbies de resorts, áreas de piscina coberta e salões de eventos. Manutenção inclusa, entrega via GO-139. Movemáquinas.",213,120,"Meta muito longa (213 chars, ideal <160); CTA ausente na parte mobile (adicione: chamar, solicitar, etc.); Diferencial ausente na parte mobile",5,⚠️ 5 issue(s)
caldas-novas-go/aluguel-de-transpaleteira/index.html,aluguel,Caldas Novas,Transpaleteira Elétrica para Hotéis e Resorts em Caldas Novas | Movemáquinas,76,50,"Title muito longo (76 chars, ideal <70); Keyword 'aluguel/alugar' ausente; Marca 'Clark' ausente (recomendado para diferencial)","Locação de transpaleteira elétrica Clark em Caldas Novas. Modelos WPio15, PWio20, PPXs20, SWX16 e WPX35 com lítio 24V para almoxarifados de hotéis, cozinhas industriais de resorts e lavanderias do polo turístico. Manutenção inclusa, entrega pela GO-139.",253,120,"Meta muito longa (253 chars, ideal <160); CTA ausente na parte mobile (adicione: chamar, solicitar, etc.); Diferencial ausente na parte mobile",6,⚠️ 6 issue(s)
caldas-novas-go/curso-de-operador-de-empilhadeira/index.html,curso,Caldas Novas,Curso de Operador de Empilhadeira NR-11 em Caldas Novas-GO | Movemáquinas,73,50,"Title muito longo (73 chars, ideal <70); Marca 'Clark' ausente (recomendado para diferencial)","Treinamento NR-11 para operadores de empilhadeira em Caldas Novas. Formação prática com Clark voltada ao 106 hotéis, parques aquáticos e canteiros de construção de novos resorts no principal destino turístico de Goiás. 22h, certificado nacional válido 2 anos. Turmas presenciais e In Company nas indústrias da GO-139.",317,120,"Meta muito longa (317 chars, ideal <160); CTA ausente na parte mobile (adicione: chamar, solicitar, etc.); Diferencial ausente na parte mobile",5,⚠️ 5 issue(s)
caldas-novas-go/index.html,other,Move Maquinas Seo,Aluguel de Equipamentos em Caldas Novas | Movemáquinas,54,50,✅,"Locação de empilhadeiras, plataformas elevatórias e transpaleteiras em Caldas Novas, GO. Frota Clark, manutenção inclusa, entrega rápida. Movemáquinas.",151,120,✅,0,✅ OK
caldas-novas-go/manutencao-empilhadeira/index.html,manutencao,Caldas Novas,Manutenção de Empilhadeira em Caldas Novas | Preventiva e Corretiva Clark | Movemáquinas,88,50,"Title muito longo (88 chars, ideal <70)","Manutenção preventiva e corretiva de empilhadeira em Caldas Novas. Técnicos certificados Clark, atendimento in loco, plano de revisões. Movemáquinas: +20 anos no mercado.",170,120,"Meta muito longa (170 chars, ideal <160); CTA ausente na parte mobile (adicione: chamar, solicitar, etc.)",3,⚠️ 3 issue(s)
caldas-novas-go/pecas-e-assistencia-empilhadeira/index.html,pecas,Caldas Novas,Peças para Empilhadeira em Caldas Novas | Assistência Clark | Movemáquinas,74,50,"Title muito longo (74 chars, ideal <70)","Peças originais Clark e assistência técnica para empilhadeira em Caldas Novas. Garfos, mastro, hidráulico, motor. Entrega rápida, técnicos certificados. Movemáquinas: +20 anos de mercado.",187,120,"Meta muito longa (187 chars, ideal <160); CTA ausente na parte mobile (adicione: chamar, solicitar, etc.); Diferencial ausente na parte mobile",4,⚠️ 4 issue(s)
cidades-atendidas/index.html,other,Move Maquinas Seo,"Cidades Atendidas | Movemáquinas, Empilhadeiras GO",50,50,✅,"Veja as cidades atendidas pela Movemáquinas. Locação de empilhadeiras e plataformas elevatórias em mais de 60 municípios de Goiás, Distrito Federal e Tocantins.",160,120,✅,0,✅ OK
contato/index.html,other,Move Maquinas Seo,"Contato | Movemáquinas, Empilhadeiras em Goiânia GO",51,50,✅,"Fale com a Movemáquinas por WhatsApp, telefone ou formulário. Atendimento em Goiânia para locação de empilhadeiras, plataformas elevatórias e transpaleteiras.",158,120,✅,0,✅ OK
cookies/index.html,other,Move Maquinas Seo,Politica de Cookies | Move Maquinas,35,35,✅,"Saiba quais cookies o site Move Maquinas utiliza, para que servem e como gerencia-los no seu navegador.",103,103,✅,0,✅ OK
formosa-go/aluguel-de-empilhadeira-combustao/index.html,aluguel,Formosa,Empilhadeira a Combustão para Locação em Formosa-GO | Movemáquinas,66,50,Keyword 'aluguel/alugar' ausente; Marca 'Clark' ausente (recomendado para diferencial),"Empilhadeira Clark Formosa a combustão para locação em Formosa-GO valor sob consulta. Modelos L25, GTS, S-Series e C-Series entre 2 e 8 toneladas. Ideal para armazéns graneleiros, cooperativas agrícolas e centros de distribuição da BR-020. Manutenção inclusa no contrato.",271,120,"Meta muito longa (271 chars, ideal <160); CTA ausente na parte mobile (adicione: chamar, solicitar, etc.); Diferencial ausente na parte mobile",5,⚠️ 5 issue(s)
formosa-go/aluguel-de-plataforma-elevatoria-articulada/index.html,aluguel,Formosa,Plataforma Articulada para Locação em Formosa-GO | Movemáquinas,63,50,Keyword 'aluguel/alugar' ausente; Marca 'Clark' ausente (recomendado para diferencial),"Locação de plataforma articulada 12 e 15m em Formosa-GO. Alcance lateral para silos graneleiros, armazéns de cooperativas e indústrias do ProGoiás. Diesel ou elétrica, manutenção inclusa. Movemáquinas: entrega via BR-020.",221,120,"Meta muito longa (221 chars, ideal <160); CTA ausente na parte mobile (adicione: chamar, solicitar, etc.); Diferencial ausente na parte mobile",5,⚠️ 5 issue(s)
formosa-go/aluguel-de-plataforma-elevatoria-tesoura/index.html,aluguel,Formosa,Plataforma Tesoura para Locação em Formosa-GO | Movemáquinas,60,50,Keyword 'aluguel/alugar' ausente; Marca 'Clark' ausente (recomendado para diferencial),"Plataforma tesoura elétrica e diesel de 8 a 15m em Formosa-GO. Ideal para armazéns graneleiros, galpões de cooperativas agrícolas e indústrias ProGoiás. Entrega via BR-020/GO-116, manutenção inclusa no contrato. Movemáquinas.",225,120,"Meta muito longa (225 chars, ideal <160); CTA ausente na parte mobile (adicione: chamar, solicitar, etc.); Diferencial ausente na parte mobile",5,⚠️ 5 issue(s)
formosa-go/aluguel-de-transpaleteira/index.html,aluguel,Formosa,Locação de Transpaleteira Elétrica em Formosa-GO | Movemáquinas,63,50,Keyword 'aluguel/alugar' ausente; Marca 'Clark' ausente (recomendado para diferencial),"Locação de transpaleteira elétrica Clark em Formosa-GO para armazéns de grãos, cooperativas agrícolas e comércio varejista da BR-020. Modelos WPio15 a WPX35 com lítio 24V. Sacas de 60kg, big bags e paletes de insumos. Manutenção inclusa, entrega pela BR-020/GO-116.",265,120,"Meta muito longa (265 chars, ideal <160); CTA ausente na parte mobile (adicione: chamar, solicitar, etc.); Diferencial ausente na parte mobile",5,⚠️ 5 issue(s)
formosa-go/curso-de-operador-de-empilhadeira/index.html,curso,Formosa,Curso de Operador de Empilhadeira NR-11 em Formosa-GO | Movemáquinas,68,50,Marca 'Clark' ausente (recomendado para diferencial),"Treinamento NR-11 para operadores de empilhadeira em Formosa. Formação prática com Clark voltada ao armazéns graneleiros de grãos e milho, cooperativas agrícolas e as 4 indústrias do programa ProGoiás. 22h, certificado nacional válido 2 anos. Turmas presenciais e In Company nas indústrias da BR-020.",300,120,"Meta muito longa (300 chars, ideal <160); CTA ausente na parte mobile (adicione: chamar, solicitar, etc.); Diferencial ausente na parte mobile",4,⚠️ 4 issue(s)
formosa-go/index.html,other,Move Maquinas Seo,Aluguel de Equipamentos em Formosa | Movemáquinas,49,49,✅,"Locação de empilhadeiras, plataformas elevatórias e transpaleteiras em Formosa, GO. Frota Clark, manutenção inclusa, entrega rápida. Movemáquinas.",146,120,✅,0,✅ OK
formosa-go/manutencao-empilhadeira/index.html,manutencao,Formosa,Manutenção de Empilhadeira em Formosa | Preventiva e Corretiva Clark | Movemáquinas,83,50,"Title muito longo (83 chars, ideal <70)","Manutenção preventiva e corretiva de empilhadeira em Formosa. Técnicos certificados Clark, atendimento in loco, plano de revisões. Movemáquinas: +20 anos no mercado.",165,120,"Meta muito longa (165 chars, ideal <160); CTA ausente na parte mobile (adicione: chamar, solicitar, etc.)",3,⚠️ 3 issue(s)
formosa-go/pecas-e-assistencia-empilhadeira/index.html,pecas,Formosa,Peças para Empilhadeira em Formosa | Assistência Clark | Movemáquinas,69,50,✅,"Peças originais Clark e assistência técnica para empilhadeira em Formosa. Garfos, mastro, hidráulico, motor. Entrega rápida, técnicos certificados. Movemáquinas: +20 anos de mercado.",182,120,"Meta muito longa (182 chars, ideal <160); CTA ausente na parte mobile (adicione: chamar, solicitar, etc.)",2,⚠️ 2 issue(s)
goiania-go/aluguel-de-empilhadeira-combustao/index.html,aluguel,Goiania,Aluguel de Empilhadeira a Combustão em Goiânia | Movemáquinas,61,50,Marca 'Clark' ausente (recomendado para diferencial),"Aluguel de empilhadeira a combustão Clark em Goiânia valor sob consulta. Modelos L25, GTS, S-Series e C-Series. Manutenção inclusa, entrega mesmo dia. Movemáquinas: +20 anos no mercado.",185,120,"Meta muito longa (185 chars, ideal <160); CTA ausente na parte mobile (adicione: chamar, solicitar, etc.); Diferencial ausente na parte mobile",4,⚠️ 4 issue(s)
goiania-go/aluguel-de-plataforma-elevatoria-articulada/index.html,aluguel,Goiania,Aluguel de Plataforma Elevatória Articulada em Goiânia | Movemáquinas,69,50,Marca 'Clark' ausente (recomendado para diferencial),"Aluguel de plataforma elevatória articulada em Goiânia valor sob consulta. Modelos de 12 e 15 metros, diesel ou elétrica. Braço articulado com alcance lateral para fachadas, galpões e obras verticais. Movemáquinas: +20 anos no mercado.",235,120,"Meta muito longa (235 chars, ideal <160); CTA ausente na parte mobile (adicione: chamar, solicitar, etc.); Diferencial ausente na parte mobile",4,⚠️ 4 issue(s)
goiania-go/aluguel-de-plataforma-elevatoria-tesoura/index.html,aluguel,Goiania,Aluguel de Plataforma Elevatória Tesoura em Goiânia | Movemáquinas,66,50,Marca 'Clark' ausente (recomendado para diferencial),"Aluguel de plataforma elevatória tesoura em Goiânia: modelos elétricos de 8 a 10 m e diesel de 12 a 15 m. Manutenção inclusa, entrega no mesmo dia. Movemáquinas: +20 anos no mercado goiano.",189,120,"Meta muito longa (189 chars, ideal <160); CTA ausente na parte mobile (adicione: chamar, solicitar, etc.)",3,⚠️ 3 issue(s)
goiania-go/aluguel-de-transpaleteira/index.html,aluguel,Goiania,Aluguel de Transpaleteira Elétrica em Goiânia | Movemáquinas,60,50,Marca 'Clark' ausente (recomendado para diferencial),"Aluguel de transpaleteira elétrica Clark em Goiânia. Modelos WPio15, PWio20, PPXs20, SWX16 e WPX35 com bateria de lítio 24V. Manutenção inclusa, entrega mesmo dia. Movemáquinas: +20 anos no mercado goiano.",205,120,"Meta muito longa (205 chars, ideal <160); CTA ausente na parte mobile (adicione: chamar, solicitar, etc.); Diferencial ausente na parte mobile",4,⚠️ 4 issue(s)
goiania-go/curso-de-operador-de-empilhadeira/index.html,curso,Goiania,Curso de Operador de Empilhadeira em Goiânia (NR-11) | Movemáquinas,67,50,Marca 'Clark' ausente (recomendado para diferencial),"Curso de operador de empilhadeira NR-11 em Goiânia. Formação teórica e prática com empilhadeira Clark, 22h de carga horária, certificado válido em todo o Brasil. +4.000 profissionais formados. Presencial ou In Company.",218,120,"Meta muito longa (218 chars, ideal <160); CTA ausente na parte mobile (adicione: chamar, solicitar, etc.); Diferencial ausente na parte mobile",4,⚠️ 4 issue(s)
goiania-go/index.html,other,Move Maquinas Seo,Aluguel de Equipamentos em Goiânia | Movemáquinas,49,49,✅,"Locação de empilhadeiras, plataformas elevatórias e transpaleteiras em Goiânia, GO. Frota Clark, manutenção inclusa, entrega rápida. Movemáquinas.",146,120,✅,0,✅ OK
